Image,Object,area,centroid-0,centroid-1,major_axis_length,minor_axis_length,eccentricity
20210305_NE_mockData1_1.tiff,17,52,25.03846153846154,42.38461538461539,10.483334328193644,6.58797969875786,0.7778709272655846
20210305_NE_mockData1_1.tiff,18,21,26.0,13.857142857142858,5.617789656021407,4.712658152645074,0.5443145459415236
20210305_NE_mockData1_1.tiff,19,65,25.8,28.21538461538461,11.73117612835589,7.754722410457021,0.750354738162027
20210305_NE_mockData1_1.tiff,20,13,28.0,48.69230769230769,5.055900530816918,3.1378581622109447,0.784101278416771
20210305_NE_mockData1_1.tiff,21,50,29.48,36.68,8.600286012716763,8.044270041431256,0.3537258891311581
20210305_NE_mockData1_1.tiff,22,25,29.04,19.44,8.31977758100423,4.451752576527521,0.8448009370911965
20210305_NE_mockData1_1.tiff,23,19,30.26315789473684,23.26315789473684,6.155870112510924,3.932956145740927,0.76929374461065
20210305_NE_mockData1_1.tiff,24,57,31.859649122807017,52.75438596491228,9.37517581810548,8.281308494262724,0.4687648295320531
20210305_NE_mockData1_1.tiff,25,116,35.87931034482759,42.03448275862069,17.597026369468473,9.3008803454058,0.8489031605890471
20210305_NE_mockData1_1.tiff,26,19,34.63157894736842,47.94736842105263,6.253289763116841,3.992926063833453,0.7695952144702343
20210305_NE_mockData1_1.tiff,27,18,35.77777777777778,15.77777777777778,7.26982259204992,3.3685620588491654,0.8861689090356533
20210305_NE_mockData1_1.tiff,28,31,36.83870967741935,18.548387096774192,12.388604944004232,3.835874706378975,0.9508573579127716
20210305_NE_mockData1_1.tiff,29,55,40.92727272727273,50.27272727272727,9.71124381752946,7.971468214825106,0.5711447609184499
20210305_NE_mockData1_1.tiff,30,43,46.86046511627907,53.95348837209303,8.083406585300356,6.886848626302249,0.5235848217048472
20210305_NE_mockData1_2.tiff,1,110,5.763636363636364,15.672727272727272,15.007331741045425,10.102638259352576,0.7394784968846836
20210305_NE_mockData1_2.tiff,2,37,8.27027027027027,38.0,7.497747409470142,7.419398891577726,0.1441874501821181
20210305_NE_mockData1_2.tiff,3,156,6.121794871794871,56.69871794871795,19.09592192583138,13.017333050740469,0.7316492282928229
20210305_NE_mockData1_2.tiff,4,68,9.808823529411764,9.558823529411764,13.145950444211078,7.240593998507205,0.8346470767573589
20210305_NE_mockData1_2.tiff,5,52,12.596153846153848,23.615384615384617,8.7965914308173,7.831727493384368,0.4553473243586368
20210305_NE_mockData1_2.tiff,6,37,11.864864864864863,29.83783783783784,8.232555364555948,6.790191279982775,0.5654281957799616
20210305_NE_mockData1_2.tiff,7,31,12.612903225806452,35.45161290322581,8.116011521306486,5.720808637852861,0.7093272530703155
20210305_NE_mockData1_2.tiff,8,137,19.8978102189781,11.715328467153284,17.764759158409113,11.670694768047731,0.7539274640631227
20210305_NE_mockData1_2.tiff,9,116,18.66379310344828,38.689655172413794,17.53889971987594,11.13256324983148,0.7727294319946035
20210305_NE_mockData1_2.tiff,10,179,20.8268156424581,50.737430167597765,19.830503034231768,12.722457114179369,0.7670728733882543
20210305_NE_mockData1_2.tiff,11,27,17.25925925925926,18.666666666666668,7.692816354244701,4.702712099847179,0.7913895728983317
20210305_NE_mockData1_2.tiff,12,84,19.84523809523809,26.48809523809524,12.16544197257717,9.206486367033309,0.6536769750623993
20210305_NE_mockData1_2.tiff,13,54,26.11111111111111,22.666666666666668,9.774628745891302,7.598722491134898,0.6290158934299914
20210305_NE_mockData1_2.tiff,14,162,30.5,32.91975308641975,15.728241277022756,14.060746013022078,0.4481052285521803
20210305_NE_mockData1_2.tiff,15,148,32.527027027027025,53.608108108108105,14.29404211370584,13.413206451567731,0.3456122185566668
20210305_NE_mockData1_2.tiff,16,127,36.59842519685039,43.23622047244095,16.32026318593879,10.258222492514456,0.7777631850534567
20210305_NE_mockData1_2.tiff,17,64,42.3125,28.015625,12.348356953701964,7.08531398697054,0.8190052864874378
20210305_NE_mockData1_2.tiff,18,97,42.56701030927835,34.74226804123711,17.87594617337414,10.007029147993636,0.828624942400766
20210305_NE_mockData1_3.tiff,1,41,1.5121951219512195,4.243902439024391,13.220095369243513,4.755664823193193,0.933056446133134
20210305_NE_mockData1_3.tiff,2,35,1.6285714285714286,14.371428571428572,9.385491443797411,5.043878827223317,0.8433196234584317
20210305_NE_mockData1_3.tiff,3,81,4.37037037037037,21.74074074074074,11.207618520036291,10.31398628913378,0.3912941887633909
20210305_NE_mockData1_3.tiff,4,68,6.323529411764706,5.691176470588236,12.113157944125833,7.542827188190344,0.7824630588033454
20210305_NE_mockData1_3.tiff,5,117,5.461538461538462,30.85470085470085,13.385176049459416,12.138673687504951,0.4214009931730655
20210305_NE_mockData1_3.tiff,6,37,10.81081081081081,19.64864864864865,9.477790841339008,5.276348343466994,0.830709218161409
20210305_NE_mockData1_3.tiff,7,58,9.241379310344827,13.155172413793103,9.455138248430954,8.406080647748201,0.4578121670772581
20210305_NE_mockData1_3.tiff,8,95,13.452631578947368,35.67368421052632,16.90707693097918,7.535919640628279,0.8951695653697205
20210305_NE_mockData1_3.tiff,9,60,14.333333333333334,7.366666666666666,9.763724774204842,8.161339124883632,0.5489064713167212
20210305_NE_mockData1_3.tiff,10,53,16.433962264150942,17.547169811320753,10.180944859558997,6.747296129268826,0.7488516018356162
20210305_NE_mockData1_3.tiff,11,74,18.60810810810811,39.9054054054054,11.156572109472451,9.349703042156683,0.5456020016227953
20210305_NE_mockData1_3.tiff,12,14,19.785714285714285,3.928571428571429,6.078082465112322,2.820438393400498,0.8858172620003121
20210305_NE_mockData1_3.tiff,13,19,20.26315789473684,1.105263157894737,7.098057942321631,3.629650141686649,0.8593676687099936
20210305_NE_mockData1_3.tiff,14,26,21.0,8.307692307692308,7.684027762576932,5.524296110950404,0.6950800536364851
20210305_NE_mockData1_3.tiff,15,35,19.97142857142857,13.142857142857142,9.48967302650083,4.887967706427914,0.8571404032243682
20210305_NE_mockData1_3.tiff,16,53,25.9811320754717,10.358490566037736,10.152997135618357,8.217904276329783,0.5872484440615415
20210305_NE_mockData1_3.tiff,17,62,23.20967741935484,20.774193548387096,10.614258599498722,8.136667645708773,0.6421500220385696
20210305_NE_mockData1_3.tiff,18,115,26.2,29.130434782608692,13.160456806450616,11.403038865149211,0.4992426154972635
20210305_NE_mockData1_3.tiff,19,120,27.883333333333333,39.45,13.416770175830347,12.252856820805976,0.407401031425741
20210305_NE_mockData1_3.tiff,20,88,31.147727272727277,16.829545454545453,10.966982830955171,10.427340016367523,0.3098241796034228
20210305_NE_mockData1_3.tiff,21,64,34.90625,24.8125,9.618477916029118,9.261844178070591,0.2697798818147973
20210305_NE_mockData1_3.tiff,22,44,35.75,36.81818181818182,9.79170534456413,6.357024669102782,0.760595994773814
20210305_NE_mockData1_3.tiff,23,51,37.80392156862745,31.94117647058824,10.70003336656585,7.171262783269312,0.742172069071339
20210305_NE_mockData2_1.tiff,1,93,8.548387096774194,50.29032258064516,14.996093807749318,8.244250933681013,0.8353227277950492
20210305_NE_mockData2_1.tiff,2,103,15.79611650485437,49.90291262135922,16.7570241019099,9.394163608271228,0.828079628278546
20210305_NE_mockData2_1.tiff,3,258,15.065891472868216,36.26356589147287,19.670088329980675,17.54373550409068,0.4522343044617395
20210305_NE_mockData2_1.tiff,4,163,20.06134969325153,71.63803680981596,19.444247127525117,11.223784763894136,0.8165822653831434
20210305_NE_mockData2_1.tiff,5,51,24.0,43.94117647058823,13.360278333913849,5.067829282464031,0.9252652888047498
20210305_NE_mockData2_1.tiff,6,267,27.220973782771537,27.89513108614232,20.951888789625816,17.21513146005746,0.56999152053909
20210305_NE_mockData2_1.tiff,7,138,29.71014492753623,49.01449275362319,15.49721032853032,13.261981764957692,0.5173634961736505
20210305_NE_mockData2_1.tiff,8,166,25.795180722891565,58.493975903614455,20.050011128180188,11.209933431615068,0.829101163833371
20210305_NE_mockData2_1.tiff,9,72,28.36111111111111,16.180555555555557,13.544431831023212,7.567937302643336,0.829336838189805
20210305_NE_mockData2_1.tiff,10,179,30.93854748603352,68.53631284916202,21.306465370306235,12.341868900452114,0.8151466515435806
20210305_NE_mockData2_1.tiff,11,32,34.53125,19.625,7.760493771054482,5.339392421373859,0.725689587316102
20210305_NE_mockData2_1.tiff,12,44,35.18181818181818,72.8409090909091,19.43196266326998,4.179107889940231,0.9766000445268112
20210305_NE_mockData2_1.tiff,13,356,43.49438202247191,78.38764044943821,28.523572494584315,22.296292534329936,0.6236803057121173
20210305_NE_mockData2_1.tiff,14,105,39.08571428571429,29.066666666666663,17.124679092604495,8.989122476160524,0.8511502752596456
20210305_NE_mockData2_1.tiff,15,198,46.525252525252526,40.53030303030303,19.82001974358161,14.76381403206784,0.6671828162759557
20210305_NE_mockData2_1.tiff,16,33,44.39393939393939,22.90909090909091,8.726827250866307,5.63672753789605,0.763415257411265
20210305_NE_mockData2_1.tiff,17,57,48.0,28.12280701754386,10.01796870623455,7.833512000672414,0.6233459937024178
20210305_NE_mockData2_1.tiff,18,72,55.47222222222222,42.06944444444444,12.931148095008568,7.120105530967695,0.8347582269127096
20210305_NE_mockData2_1.tiff,19,118,56.00847457627118,53.75423728813559,16.438769924087584,10.19068951429519,0.7846665933246347
20210305_NE_mockData2_1.tiff,20,34,59.3235294117647,46.1764705882353,9.759464883737651,5.487189313954334,0.826972177197387
20210305_NE_mockData2_1.tiff,21,398,61.246231155778894,75.96733668341709,36.32111877801271,15.565399006637367,0.9035182818196557
20210305_NE_mockData2_1.tiff,22,308,66.21753246753246,39.67857142857143,32.755391514935354,16.56780979206669,0.8626483986984312
20210305_NE_mockData2_1.tiff,23,84,66.60714285714286,58.845238095238095,11.625397237160009,10.042642790900448,0.503742721508005
20210305_NE_mockData2_1.tiff,24,72,72.38888888888889,70.59722222222223,14.47829148440571,6.618767864056281,0.8893890091029605
20210305_NE_mockData2_1.tiff,25,118,74.37288135593221,56.94915254237288,17.993465910997337,8.879781806395721,0.8697455950296901
20210305_NE_mockData2_1.tiff,26,89,79.1685393258427,48.056179775280896,12.360528800012291,10.293118871175464,0.5536627670014371
20210305_NE_mockData2_2.tiff,1,146,5.602739726027397,37.465753424657535,14.416619887577326,13.26136604986018,0.3922315320069058
20210305_NE_mockData2_2.tiff,2,162,14.407407407407408,27.0,19.52132957810035,11.122894807417468,0.8217961453941732
20210305_NE_mockData2_2.tiff,3,160,22.85625,20.70625,18.872776433980118,12.333169084748857,0.7569352216732639
20210305_NE_mockData2_2.tiff,4,42,25.11904761904762,29.88095238095238,11.548101166456105,5.336062124430376,0.8868420563059903
20210305_NE_mockData2_2.tiff,5,69,30.39130434782609,32.53623188405797,11.84166865829901,7.954557712846939,0.7407842991587993
20210305_NE_mockData2_2.tiff,6,125,30.12,8.416,15.8642597782628,11.489733055549776,0.6895346397778397
20210305_NE_mockData2_2.tiff,7,331,19.063444108761328,54.16012084592145,48.71054329389531,10.309055655849756,0.9773478860531551
20210305_NE_mockData2_2.tiff,8,77,39.285714285714285,10.675324675324676,14.736496539129291,7.86237548162311,0.845780607017053
20210305_NE_mockData2_2.tiff,9,68,37.97058823529412,37.27941176470589,13.883569459260944,7.036542834093737,0.8620488496097312
20210305_NE_mockData2_2.tiff,10,71,42.83098591549296,35.028169014084504,14.787575955700436,7.223696626416576,0.8725651903438452
20210305_NE_mockData2_2.tiff,11,126,46.23015873015873,14.531746031746032,16.462572398253037,10.8756032736308,0.7507151886751167
20210305_NE_mockData2_2.tiff,12,95,45.29473684210527,53.694736842105264,14.109782393577962,9.13820762457337,0.7619375496862935
20210305_NE_mockData2_2.tiff,13,167,51.5688622754491,44.82634730538922,17.325783571389767,12.753825500646505,0.6768529533589465
20210305_NE_mockData2_2.tiff,14,32,52.03125,55.5625,9.756796209581806,4.384837821937103,0.893323755440148
20210305_NE_mockData2_2.tiff,15,153,56.2875816993464,32.7124183006536,20.06493395389536,10.826330785825798,0.8419441168989134
20210305_NE_mockData2_3.tiff,1,112,4.044642857142857,45.0625,16.010919387766045,9.2650842893667,0.8155597692933733
20210305_NE_mockData2_3.tiff,2,37,9.18918918918919,49.4054054054054,8.191165034666831,5.934306312936441,0.6892995338362038
20210305_NE_mockData2_3.tiff,3,46,8.41304347826087,12.347826086956522,8.183183057256228,7.531131037976299,0.3911709280577587
20210305_NE_mockData2_3.tiff,4,99,15.444444444444445,18.13131313131313,11.895868410986209,10.862846112117712,0.4075984846966736
20210305_NE_mockData2_3.tiff,5,159,18.40880503144654,7.40251572327044,15.558884800361197,14.457076386583005,0.369615950448125
20210305_NE_mockData2_3.tiff,6,64,16.328125,47.046875,14.521570241714878,6.353438849547615,0.899209971751025
20210305_NE_mockData2_3.tiff,7,150,17.833333333333332,30.39333333333333,16.34587426521292,12.563408731323456,0.6397318835160467
20210305_NE_mockData2_3.tiff,8,210,16.62857142857143,38.51904761904762,31.011780522978583,10.960497586485715,0.9354609259677164
20210305_NE_mockData2_3.tiff,9,65,25.138461538461534,47.67692307692308,10.677350098899346,8.073823189854796,0.6543826498618243
20210305_NE_mockData2_3.tiff,10,214,28.626168224299064,23.570093457943926,19.94179838362804,14.627166158571216,0.6796971872544535
20210305_NE_mockData2_3.tiff,11,16,29.1875,50.8125,5.244535484642193,3.9204397139005818,0.6642297420901242
20210305_NE_mockData2_3.tiff,12,182,30.571428571428573,6.5054945054945055,16.804844922425335,14.292805960200925,0.5259475886259745
20210305_NE_mockData2_3.tiff,13,219,36.87214611872146,45.49771689497717,24.025490431899843,13.115330615780977,0.8378553450879088
20210305_NE_mockData2_3.tiff,14,213,42.27699530516432,15.826291079812206,20.23463717830172,15.157521159629631,0.6624706565238287
20210305_NE_mockData2_3.tiff,15,212,42.9245283018868,36.66509433962264,21.673458039944308,13.686449077831927,0.7753886405888023
20210305_NE_mockData2_3.tiff,16,93,46.634408602150536,23.365591397849464,18.771068090741142,6.9292956191285,0.9293707627450688
20210305_NE_mockData3_1.tiff,1,76,6.0,45.21052631578947,12.98594040043727,8.125554239230974,0.7800482612979748
20210305_NE_mockData3_1.tiff,2,26,8.23076923076923,32.19230769230769,9.772904443444018,3.79883760401508,0.921359640886744
20210305_NE_mockData3_1.tiff,3,21,12.19047619047619,47.04761904761905,6.046881155981271,4.467807670764744,0.6738573190039855
20210305_NE_mockData3_1.tiff,4,98,11.43877551020408,38.85714285714285,12.793355028145765,10.235227795792945,0.599943323347139
20210305_NE_mockData3_1.tiff,5,62,14.403225806451612,28.20967741935484,11.97310865985491,6.959637380930273,0.8137090505018607
20210305_NE_mockData3_1.tiff,6,34,17.705882352941178,44.70588235294117,8.601456131108261,5.857099099730725,0.7323366615287945
20210305_NE_mockData3_1.tiff,7,99,17.272727272727273,50.85858585858586,16.055311956107634,8.572315017826018,0.8455325262103677
20210305_NE_mockData3_1.tiff,8,51,20.37254901960784,39.490196078431374,12.77757184433484,5.141303742057096,0.9154774038324236
20210305_NE_mockData3_1.tiff,9,69,20.318840579710145,32.6231884057971,11.550966800433926,8.876529013050575,0.6398902301015104
20210305_NE_mockData3_1.tiff,10,94,23.93617021276596,23.361702127659573,13.650902382743128,10.603329270343114,0.6298098756040373
20210305_NE_mockData3_1.tiff,11,48,23.8125,53.8125,10.547332523350123,6.503494699663203,0.787275893989275
20210305_NE_mockData3_1.tiff,12,54,27.09259259259259,33.05555555555556,13.944272464351634,5.738141168373494,0.9114073943939356
20210305_NE_mockData3_1.tiff,13,30,28.8,53.96666666666667,7.350823294041136,6.468458274993955,0.4750407775841079
20210305_NE_mockData3_1.tiff,14,45,32.28888888888889,49.95555555555556,11.935035939056178,5.007683340835298,0.907719098733036
20210305_NE_mockData3_1.tiff,15,117,33.21367521367522,24.205128205128204,13.687300353370231,11.53394260323662,0.5384229203074336
20210305_NE_mockData3_1.tiff,16,113,31.02654867256637,43.92920353982301,16.07529425955436,9.99325394213765,0.7832928072280461
20210305_NE_mockData3_1.tiff,17,27,41.81481481481482,19.074074074074076,7.912441379217956,4.506921192544081,0.8219225145503708
20210305_NE_mockData3_1.tiff,18,73,42.10958904109589,45.86301369863013,10.954648494068586,9.104973177901869,0.5560459382113567
20210305_NE_mockData3_1.tiff,19,124,40.16935483870968,13.32258064516129,19.788268582816297,9.029197284449236,0.8898309149206278
20210305_NE_mockData3_1.tiff,20,64,45.21875,39.90625,11.404580908312662,7.584806148198537,0.746784026798945
20210305_NE_mockData3_1.tiff,21,52,45.26923076923077,21.173076923076923,12.68960360245905,5.666051352330932,0.8947779961524971
20210305_NE_mockData3_1.tiff,22,55,46.18181818181818,32.38181818181818,10.100798947863026,7.749698546201522,0.6413646559049466
20210305_NE_mockData3_1.tiff,23,29,46.89655172413793,25.724137931034484,7.598672177373739,5.745371123376162,0.6544538081070185
20210305_NE_mockData3_2.tiff,1,125,8.32,24.552,13.011949434171628,12.493178455563688,0.2795498233375497
20210305_NE_mockData3_2.tiff,2,39,11.23076923076923,16.923076923076923,9.280371741021735,5.791661195347984,0.7813633078884812
20210305_NE_mockData3_2.tiff,3,76,16.43421052631579,12.407894736842104,12.103848333571426,8.622325727277016,0.7018118664697478
20210305_NE_mockData3_2.tiff,4,63,17.841269841269842,22.984126984126984,11.159640519972216,8.11082158232928,0.6868496418424798
20210305_NE_mockData3_2.tiff,5,35,15.857142857142858,32.91428571428571,10.850676846022749,4.851084009251792,0.8944956619452377
20210305_NE_mockData3_2.tiff,6,25,18.64,28.28,8.298733060252161,4.015349249402573,0.8751504619972112
20210305_NE_mockData3_2.tiff,7,142,25.556338028169016,11.30281690140845,16.45300913766676,12.757995650636762,0.6314455733194281
20210305_NE_mockData3_2.tiff,8,16,23.6875,25.9375,5.326818938165629,3.7416573867739418,0.7117639563193815
20210305_NE_mockData3_2.tiff,9,115,24.191304347826087,35.869565217391305,16.30027745699403,9.370613792070136,0.8182415985172075
20210305_NE_mockData3_2.tiff,10,34,25.029411764705884,20.676470588235293,7.436713991350426,6.245534700565991,0.5428579819949315
20210305_NE_mockData3_2.tiff,11,5,29.2,33.4,3.098386676965933,1.7888543819998317,0.816496580927726
20210305_NE_mockData3_2.tiff,12,90,30.83333333333333,27.822222222222223,12.245342229221151,9.392155308744323,0.6416492645255685
20210305_NE_mockData3_2.tiff,13,54,30.59259259259259,19.296296296296298,10.89895608739796,6.91513313094465,0.7729420304616751
20210305_NE_mockData3_2.tiff,14,40,31.55,37.375,10.526073688464072,5.226066657154723,0.8680437273909343
20210305_NE_mockData3_2.tiff,15,43,36.2093023255814,34.69767441860465,10.018834771406672,5.537952746121705,0.8333443599652133
20210305_NE_mockData3_2.tiff,16,191,36.047120418848166,46.916230366492144,17.559931493869577,14.132634908495532,0.5935150436066177
20210305_NE_mockData3_2.tiff,17,82,39.4390243902439,19.07317073170732,13.598592072626436,9.053039941963387,0.7461894838290246
20210305_NE_mockData3_2.tiff,18,73,41.86301369863013,36.24657534246575,12.83176449920324,8.175567795832716,0.7707521266061198
20210305_NE_mockData3_2.tiff,19,75,44.88,23.33333333333333,16.123694093257633,6.46567689232441,0.916076002055798
20210305_NE_mockData3_2.tiff,20,80,46.975,45.6625,13.877479694438032,7.706040314614255,0.8316560865464772
20210305_NE_mockData3_2.tiff,21,80,46.225,4.275,15.119134847622805,7.334286704199515,0.874458889839879
20210305_NE_mockData3_2.tiff,22,63,50.888888888888886,8.80952380952381,13.277887094703749,7.1224439892085325,0.8439550131012975
20210305_NE_mockData3_3.tiff,1,38,9.473684210526317,26.105263157894736,8.661104191573612,5.97865176714526,0.7235352085610198
20210305_NE_mockData3_3.tiff,2,110,8.290909090909091,16.818181818181817,16.267820009028924,9.054509807621695,0.8307871611698248
20210305_NE_mockData3_3.tiff,3,176,14.875,8.352272727272727,18.79669261810612,12.83084672233951,0.7307810520257736
20210305_NE_mockData3_3.tiff,4,96,17.864583333333332,23.15625,11.813900508445872,10.507825353774743,0.4570404724455293
20210305_NE_mockData3_3.tiff,5,138,21.797101449275363,65.89855072463769,18.735816691326907,9.946276950041415,0.8474534714882088
20210305_NE_mockData3_3.tiff,6,113,19.884955752212388,54.4070796460177,16.306831440062595,10.351486253229265,0.7726810428297887
20210305_NE_mockData3_3.tiff,7,131,24.46564885496183,10.748091603053435,15.881826689531415,11.453881036791907,0.6927329566553772
20210305_NE_mockData3_3.tiff,8,30,26.566666666666663,26.766666666666666,11.665655746769447,4.103281667435148,0.936097610459312
20210305_NE_mockData3_3.tiff,9,51,31.11764705882353,14.294117647058824,10.014437213821369,6.488875939502137,0.7616810586793186
20210305_NE_mockData3_3.tiff,10,77,28.32467532467533,21.506493506493506,11.903384585916683,9.02802595087122,0.6517406250852158
20210305_NE_mockData3_3.tiff,11,153,29.366013071895424,58.73856209150327,21.72177771605427,10.343726927500205,0.8793415780340479
20210305_NE_mockData3_3.tiff,12,63,32.74603174603175,47.01587301587302,9.720970490172803,8.354641634206546,0.5112278470304892
20210305_NE_mockData3_3.tiff,13,57,35.10526315789474,21.789473684210527,15.81766158209136,4.603895875888076,0.956704660749762
20210305_NE_mockData3_3.tiff,14,37,38.24324324324324,42.62162162162162,8.291168223371155,6.461335748880895,0.6266467746770207
20210305_NE_mockData3_3.tiff,15,145,37.710344827586205,60.98620689655172,19.827759681120035,10.414711914783863,0.8509423248773765
20210305_NE_mockData3_3.tiff,16,94,41.319148936170215,48.2872340425532,15.40639959849511,9.47289045563278,0.7886306313423224
20210305_NE_mockData4_1.tiff,1,58,3.362068965517241,8.086206896551724,11.914606121102082,6.9156165265387495,0.8143088488107688
20210305_NE_mockData4_1.tiff,2,91,3.2857142857142856,18.791208791208792,13.312894979052317,9.465641518725128,0.7031788541388238
20210305_NE_mockData4_1.tiff,3,49,9.0,7.061224489795919,12.108932524930893,5.3535704788270655,0.8969571631182462
20210305_NE_mockData4_1.tiff,4,70,7.8428571428571425,24.742857142857144,12.963049799114987,7.2421775609296,0.8293842921163567
20210305_NE_mockData4_1.tiff,5,42,10.261904761904765,13.261904761904765,8.355433753001112,6.502109638190943,0.6280297136349067
20210305_NE_mockData4_1.tiff,6,15,11.733333333333333,18.133333333333333,4.618802153517007,4.462186808181737,0.2581988897471613
20210305_NE_mockData4_1.tiff,7,132,16.674242424242426,26.76515151515152,16.953573774087825,10.206752937364284,0.7984648882248188
20210305_NE_mockData4_1.tiff,8,84,16.61904761904762,7.178571428571429,11.207815785603874,9.920171804289794,0.4653781442690311
20210305_NE_mockData4_1.tiff,9,73,17.63013698630137,17.45205479452055,11.346937463156427,8.653581087605069,0.6468280980731173
20210305_NE_mockData4_1.tiff,10,70,23.728571428571428,13.842857142857143,12.345842503995522,7.713106352257269,0.7808221710903172
20210305_NE_mockData4_2.tiff,1,81,8.37037037037037,17.08641975308642,15.231421623069018,6.868114403694668,0.8925656376042291
20210305_NE_mockData4_2.tiff,2,69,11.144927536231885,29.144927536231883,10.690289118117777,8.371921471660997,0.6218538600049334
20210305_NE_mockData4_2.tiff,3,68,15.691176470588236,10.132352941176473,11.447243069687264,7.78242651334896,0.7333497135429977
20210305_NE_mockData4_2.tiff,4,54,13.333333333333334,19.925925925925927,14.014287499977302,5.130961818957132,0.93056621857793
20210305_NE_mockData4_2.tiff,5,83,13.963855421686748,35.433734939759034,15.483104844949684,7.72660189407021,0.8665821774925047
20210305_NE_mockData4_2.tiff,6,49,17.632653061224488,23.244897959183675,9.351349858060289,7.013462577894821,0.6614438680897895
20210305_NE_mockData4_2.tiff,7,25,18.92,29.32,7.031488052394224,4.801809634818656,0.7305110117886631
20210305_NE_mockData4_2.tiff,8,98,17.346938775510203,42.295918367346935,15.904464270004356,7.931251014068952,0.8667857040125302
20210305_NE_mockData4_2.tiff,9,69,21.26086956521739,15.043478260869565,14.03530682791052,7.185415788497679,0.8590135307514543
20210305_NE_mockData4_2.tiff,10,7,20.571428571428573,36.71428571428572,4.155374705678736,1.9054711331003735,0.8886656215775005
20210305_NE_mockData4_2.tiff,11,43,23.930232558139537,37.55813953488372,11.744268182707405,4.830688405030058,0.9114896240783522
20210305_NE_mockData4_2.tiff,12,26,25.615384615384617,14.23076923076923,7.264415894972137,4.641959535809754,0.7692069882322244
20210305_NE_mockData4_2.tiff,13,90,25.166666666666668,26.55555555555556,12.524662030742313,9.468961721192574,0.6545423617033229
20210305_NE_mockData4_2.tiff,14,88,29.681818181818183,37.70454545454545,14.11782986763826,9.097321583505249,0.7647010045262912
20210305_NE_mockData4_2.tiff,15,62,31.161290322580644,17.758064516129032,11.65630852899899,7.383742236591932,0.7737798601190412
20210305_NE_mockData4_2.tiff,16,93,36.483870967741936,45.924731182795696,19.428150617577437,7.370422150342712,0.925245796327274
20210305_NE_mockData4_2.tiff,17,49,32.97959183673469,23.551020408163264,9.421454170520448,6.887146438775234,0.6823702480759534
20210305_NE_mockData4_2.tiff,18,137,31.474452554744527,9.583941605839415,19.98174315436252,9.046161398236809,0.891652059139832
20210305_NE_mockData4_2.tiff,19,39,33.56410256410256,29.487179487179485,8.741433453705833,5.83807054343805,0.7442851965154245
20210305_NE_mockData4_2.tiff,20,112,38.82142857142857,37.50892857142857,18.269682818106112,8.863653478735758,0.8744273961099472
20210305_NE_mockData4_2.tiff,21,60,40.73333333333333,16.633333333333333,10.47791397084603,7.796864536294528,0.6680418092237685
20210305_NE_mockData4_2.tiff,22,66,40.75757575757576,24.848484848484848,10.237549407786522,8.359722510458814,0.57723995949776
20210305_NE_mockData4_3.tiff,1,164,9.585365853658535,62.71341463414634,15.906982294060358,13.455460356454708,0.5333670529965436
20210305_NE_mockData4_3.tiff,2,122,11.21311475409836,75.73770491803279,16.623935190739275,9.750036650106866,0.8099449292225197
20210305_NE_mockData4_3.tiff,3,78,18.346153846153847,71.55128205128206,11.32830998226756,9.16332722640716,0.5879635800672282
20210305_NE_mockData4_3.tiff,4,46,18.608695652173918,46.28260869565217,9.295529674739049,6.9748081322660616,0.6610520557789611
