column_name,category,image_name,object_name,feature_name,channel,parameters,channel_id,data_type
Intensity_MeanIntensityEdge_FullStack_c3,Intensity,FullStack,,MeanIntensityEdge,3,,Pr141,float
Intensity_StdIntensityEdge_FullStack_c3,Intensity,FullStack,,StdIntensityEdge,3,,Pr141,float
Intensity_MinIntensityEdge_FullStack_c3,Intensity,FullStack,,MinIntensityEdge,3,,Pr141,float
Intensity_MaxIntensityEdge_FullStack_c3,Intensity,FullStack,,MaxIntensityEdge,3,,Pr141,float
Intensity_MassDisplacement_FullStack_c3,Intensity,FullStack,,MassDisplacement,3,,Pr141,float
Intensity_LowerQuartileIntensity_FullStack_c3,Intensity,FullStack,,LowerQuartileIntensity,3,,Pr141,float
Intensity_MedianIntensity_FullStack_c3,Intensity,FullStack,,MedianIntensity,3,,Pr141,float
Intensity_MADIntensity_FullStack_c3,Intensity,FullStack,,MADIntensity,3,,Pr141,float
Intensity_UpperQuartileIntensity_FullStack_c3,Intensity,FullStack,,UpperQuartileIntensity,3,,Pr141,float
Location_CenterMassIntensity_X_FullStack_c3,Location,FullStack,,CenterMassIntensity_X,3,,Pr141,float
Location_CenterMassIntensity_Y_FullStack_c3,Location,FullStack,,CenterMassIntensity_Y,3,,Pr141,float
Location_CenterMassIntensity_Z_FullStack_c3,Location,FullStack,,CenterMassIntensity_Z,3,,Pr141,float
Location_MaxIntensity_X_FullStack_c3,Location,FullStack,,MaxIntensity_X,3,,Pr141,float
Location_MaxIntensity_Y_FullStack_c3,Location,FullStack,,MaxIntensity_Y,3,,Pr141,float
Location_MaxIntensity_Z_FullStack_c3,Location,FullStack,,MaxIntensity_Z,3,,Pr141,float
Intensity_IntegratedIntensity_FullStack_c4,Intensity,FullStack,,IntegratedIntensity,4,,Eu153,float
Intensity_MeanIntensity_FullStack_c4,Intensity,FullStack,,MeanIntensity,4,,Eu153,float
Intensity_StdIntensity_FullStack_c4,Intensity,FullStack,,StdIntensity,4,,Eu153,float
Intensity_MinIntensity_FullStack_c4,Intensity,FullStack,,MinIntensity,4,,Eu153,float
Intensity_MaxIntensity_FullStack_c4,Intensity,FullStack,,MaxIntensity,4,,Eu153,float
Intensity_IntegratedIntensityEdge_FullStack_c4,Intensity,FullStack,,IntegratedIntensityEdge,4,,Eu153,float
Intensity_MeanIntensityEdge_FullStack_c4,Intensity,FullStack,,MeanIntensityEdge,4,,Eu153,float
Intensity_StdIntensityEdge_FullStack_c4,Intensity,FullStack,,StdIntensityEdge,4,,Eu153,float
Intensity_MinIntensityEdge_FullStack_c4,Intensity,FullStack,,MinIntensityEdge,4,,Eu153,float
Intensity_MaxIntensityEdge_FullStack_c4,Intensity,FullStack,,MaxIntensityEdge,4,,Eu153,float
Intensity_MassDisplacement_FullStack_c4,Intensity,FullStack,,MassDisplacement,4,,Eu153,float
Intensity_LowerQuartileIntensity_FullStack_c4,Intensity,FullStack,,LowerQuartileIntensity,4,,Eu153,float
Intensity_MedianIntensity_FullStack_c4,Intensity,FullStack,,MedianIntensity,4,,Eu153,float
Intensity_MADIntensity_FullStack_c4,Intensity,FullStack,,MADIntensity,4,,Eu153,float
Intensity_UpperQuartileIntensity_FullStack_c4,Intensity,FullStack,,UpperQuartileIntensity,4,,Eu153,float
Location_CenterMassIntensity_X_FullStack_c4,Location,FullStack,,CenterMassIntensity_X,4,,Eu153,float
Location_CenterMassIntensity_Y_FullStack_c4,Location,FullStack,,CenterMassIntensity_Y,4,,Eu153,float
Location_CenterMassIntensity_Z_FullStack_c4,Location,FullStack,,CenterMassIntensity_Z,4,,Eu153,float
Location_MaxIntensity_X_FullStack_c4,Location,FullStack,,MaxIntensity_X,4,,Eu153,float
Location_MaxIntensity_Y_FullStack_c4,Location,FullStack,,MaxIntensity_Y,4,,Eu153,float
Location_MaxIntensity_Z_FullStack_c4,Location,FullStack,,MaxIntensity_Z,4,,Eu153,float
Intensity_IntegratedIntensity_FullStack_c5,Intensity,FullStack,,IntegratedIntensity,5,,Ag107,float
Intensity_MeanIntensity_FullStack_c5,Intensity,FullStack,,MeanIntensity,5,,Ag107,float
Intensity_StdIntensity_FullStack_c5,Intensity,FullStack,,StdIntensity,5,,Ag107,float
Intensity_MinIntensity_FullStack_c5,Intensity,FullStack,,MinIntensity,5,,Ag107,float
Intensity_MaxIntensity_FullStack_c5,Intensity,FullStack,,MaxIntensity,5,,Ag107,float
Intensity_IntegratedIntensityEdge_FullStack_c5,Intensity,FullStack,,IntegratedIntensityEdge,5,,Ag107,float
Intensity_MeanIntensityEdge_FullStack_c5,Intensity,FullStack,,MeanIntensityEdge,5,,Ag107,float
Intensity_StdIntensityEdge_FullStack_c5,Intensity,FullStack,,StdIntensityEdge,5,,Ag107,float
Intensity_MinIntensityEdge_FullStack_c5,Intensity,FullStack,,MinIntensityEdge,5,,Ag107,float
Intensity_MaxIntensityEdge_FullStack_c5,Intensity,FullStack,,MaxIntensityEdge,5,,Ag107,float
Intensity_MassDisplacement_FullStack_c5,Intensity,FullStack,,MassDisplacement,5,,Ag107,float
Intensity_LowerQuartileIntensity_FullStack_c5,Intensity,FullStack,,LowerQuartileIntensity,5,,Ag107,float
Intensity_MedianIntensity_FullStack_c5,Intensity,FullStack,,MedianIntensity,5,,Ag107,float
Intensity_MADIntensity_FullStack_c5,Intensity,FullStack,,MADIntensity,5,,Ag107,float
Intensity_UpperQuartileIntensity_FullStack_c5,Intensity,FullStack,,UpperQuartileIntensity,5,,Ag107,float
Location_CenterMassIntensity_X_FullStack_c5,Location,FullStack,,CenterMassIntensity_X,5,,Ag107,float
Location_CenterMassIntensity_Y_FullStack_c5,Location,FullStack,,CenterMassIntensity_Y,5,,Ag107,float
Location_CenterMassIntensity_Z_FullStack_c5,Location,FullStack,,CenterMassIntensity_Z,5,,Ag107,float
Location_MaxIntensity_X_FullStack_c5,Location,FullStack,,MaxIntensity_X,5,,Ag107,float
Location_MaxIntensity_Y_FullStack_c5,Location,FullStack,,MaxIntensity_Y,5,,Ag107,float
Location_MaxIntensity_Z_FullStack_c5,Location,FullStack,,MaxIntensity_Z,5,,Ag107,float
Intensity_IntegratedIntensity_ProbabStack_c1,Intensity,ProbabStack,,IntegratedIntensity,1,,CellCenter,float
Intensity_MeanIntensity_ProbabStack_c1,Intensity,ProbabStack,,MeanIntensity,1,,CellCenter,float
Intensity_StdIntensity_ProbabStack_c1,Intensity,ProbabStack,,StdIntensity,1,,CellCenter,float
Intensity_MinIntensity_ProbabStack_c1,Intensity,ProbabStack,,MinIntensity,1,,CellCenter,float
Intensity_MaxIntensity_ProbabStack_c1,Intensity,ProbabStack,,MaxIntensity,1,,CellCenter,float
Intensity_IntegratedIntensityEdge_ProbabStack_c1,Intensity,ProbabStack,,IntegratedIntensityEdge,1,,CellCenter,float
Intensity_MeanIntensityEdge_ProbabStack_c1,Intensity,ProbabStack,,MeanIntensityEdge,1,,CellCenter,float
Intensity_StdIntensityEdge_ProbabStack_c1,Intensity,ProbabStack,,StdIntensityEdge,1,,CellCenter,float
Intensity_MinIntensityEdge_ProbabStack_c1,Intensity,ProbabStack,,MinIntensityEdge,1,,CellCenter,float
Intensity_MaxIntensityEdge_ProbabStack_c1,Intensity,ProbabStack,,MaxIntensityEdge,1,,CellCenter,float
Intensity_MassDisplacement_ProbabStack_c1,Intensity,ProbabStack,,MassDisplacement,1,,CellCenter,float
Intensity_LowerQuartileIntensity_ProbabStack_c1,Intensity,ProbabStack,,LowerQuartileIntensity,1,,CellCenter,float
Intensity_MedianIntensity_ProbabStack_c1,Intensity,ProbabStack,,MedianIntensity,1,,CellCenter,float
Intensity_MADIntensity_ProbabStack_c1,Intensity,ProbabStack,,MADIntensity,1,,CellCenter,float
Intensity_UpperQuartileIntensity_ProbabStack_c1,Intensity,ProbabStack,,UpperQuartileIntensity,1,,CellCenter,float
Location_CenterMassIntensity_X_ProbabStack_c1,Location,ProbabStack,,CenterMassIntensity_X,1,,CellCenter,float
Location_CenterMassIntensity_Y_ProbabStack_c1,Location,ProbabStack,,CenterMassIntensity_Y,1,,CellCenter,float
Location_CenterMassIntensity_Z_ProbabStack_c1,Location,ProbabStack,,CenterMassIntensity_Z,1,,CellCenter,float
Location_MaxIntensity_X_ProbabStack_c1,Location,ProbabStack,,MaxIntensity_X,1,,CellCenter,float
Location_MaxIntensity_Y_ProbabStack_c1,Location,ProbabStack,,MaxIntensity_Y,1,,CellCenter,float
Location_MaxIntensity_Z_ProbabStack_c1,Location,ProbabStack,,MaxIntensity_Z,1,,CellCenter,float
Intensity_IntegratedIntensity_ProbabStack_c2,Intensity,ProbabStack,,IntegratedIntensity,2,,CellBorder,float
Intensity_MeanIntensity_ProbabStack_c2,Intensity,ProbabStack,,MeanIntensity,2,,CellBorder,float
Intensity_StdIntensity_ProbabStack_c2,Intensity,ProbabStack,,StdIntensity,2,,CellBorder,float
Intensity_MinIntensity_ProbabStack_c2,Intensity,ProbabStack,,MinIntensity,2,,CellBorder,float
Intensity_MaxIntensity_ProbabStack_c2,Intensity,ProbabStack,,MaxIntensity,2,,CellBorder,float
Intensity_IntegratedIntensityEdge_ProbabStack_c2,Intensity,ProbabStack,,IntegratedIntensityEdge,2,,CellBorder,float
Intensity_MeanIntensityEdge_ProbabStack_c2,Intensity,ProbabStack,,MeanIntensityEdge,2,,CellBorder,float
Intensity_StdIntensityEdge_ProbabStack_c2,Intensity,ProbabStack,,StdIntensityEdge,2,,CellBorder,float
Intensity_MinIntensityEdge_ProbabStack_c2,Intensity,ProbabStack,,MinIntensityEdge,2,,CellBorder,float
Intensity_MaxIntensityEdge_ProbabStack_c2,Intensity,ProbabStack,,MaxIntensityEdge,2,,CellBorder,float
Intensity_MassDisplacement_ProbabStack_c2,Intensity,ProbabStack,,MassDisplacement,2,,CellBorder,float
Intensity_LowerQuartileIntensity_ProbabStack_c2,Intensity,ProbabStack,,LowerQuartileIntensity,2,,CellBorder,float
Intensity_MedianIntensity_ProbabStack_c2,Intensity,ProbabStack,,MedianIntensity,2,,CellBorder,float
Intensity_MADIntensity_ProbabStack_c2,Intensity,ProbabStack,,MADIntensity,2,,CellBorder,float
Intensity_UpperQuartileIntensity_ProbabStack_c2,Intensity,ProbabStack,,UpperQuartileIntensity,2,,CellBorder,float
Location_CenterMassIntensity_X_ProbabStack_c2,Location,ProbabStack,,CenterMassIntensity_X,2,,CellBorder,float
Location_CenterMassIntensity_Y_ProbabStack_c2,Location,ProbabStack,,CenterMassIntensity_Y,2,,CellBorder,float
Location_CenterMassIntensity_Z_ProbabStack_c2,Location,ProbabStack,,CenterMassIntensity_Z,2,,CellBorder,float
Location_MaxIntensity_X_ProbabStack_c2,Location,ProbabStack,,MaxIntensity_X,2,,CellBorder,float
Location_MaxIntensity_Y_ProbabStack_c2,Location,ProbabStack,,MaxIntensity_Y,2,,CellBorder,float
Location_MaxIntensity_Z_ProbabStack_c2,Location,ProbabStack,,MaxIntensity_Z,2,,CellBorder,float
Intensity_IntegratedIntensity_ProbabStack_c3,Intensity,ProbabStack,,IntegratedIntensity,3,,Background,float
Intensity_MeanIntensity_ProbabStack_c3,Intensity,ProbabStack,,MeanIntensity,3,,Background,float
Intensity_StdIntensity_ProbabStack_c3,Intensity,ProbabStack,,StdIntensity,3,,Background,float
Intensity_MinIntensity_ProbabStack_c3,Intensity,ProbabStack,,MinIntensity,3,,Background,float
Intensity_MaxIntensity_ProbabStack_c3,Intensity,ProbabStack,,MaxIntensity,3,,Background,float
Intensity_IntegratedIntensityEdge_ProbabStack_c3,Intensity,ProbabStack,,IntegratedIntensityEdge,3,,Background,float
Intensity_MeanIntensityEdge_ProbabStack_c3,Intensity,ProbabStack,,MeanIntensityEdge,3,,Background,float
Intensity_StdIntensityEdge_ProbabStack_c3,Intensity,ProbabStack,,StdIntensityEdge,3,,Background,float
Intensity_MinIntensityEdge_ProbabStack_c3,Intensity,ProbabStack,,MinIntensityEdge,3,,Background,float
Intensity_MaxIntensityEdge_ProbabStack_c3,Intensity,ProbabStack,,MaxIntensityEdge,3,,Background,float
Intensity_MassDisplacement_ProbabStack_c3,Intensity,ProbabStack,,MassDisplacement,3,,Background,float
Intensity_LowerQuartileIntensity_ProbabStack_c3,Intensity,ProbabStack,,LowerQuartileIntensity,3,,Background,float
Intensity_MedianIntensity_ProbabStack_c3,Intensity,ProbabStack,,MedianIntensity,3,,Background,float
Intensity_MADIntensity_ProbabStack_c3,Intensity,ProbabStack,,MADIntensity,3,,Background,float
Intensity_UpperQuartileIntensity_ProbabStack_c3,Intensity,ProbabStack,,UpperQuartileIntensity,3,,Background,float
Location_CenterMassIntensity_X_ProbabStack_c3,Location,ProbabStack,,CenterMassIntensity_X,3,,Background,float
Location_CenterMassIntensity_Y_ProbabStack_c3,Location,ProbabStack,,CenterMassIntensity_Y,3,,Background,float
Location_CenterMassIntensity_Z_ProbabStack_c3,Location,ProbabStack,,CenterMassIntensity_Z,3,,Background,float
Location_MaxIntensity_X_ProbabStack_c3,Location,ProbabStack,,MaxIntensity_X,3,,Background,float
Location_MaxIntensity_Y_ProbabStack_c3,Location,ProbabStack,,MaxIntensity_Y,3,,Background,float
Location_MaxIntensity_Z_ProbabStack_c3,Location,ProbabStack,,MaxIntensity_Z,3,,Background,float
AreaShape_Extent,AreaShape,,,Extent,,,,float
AreaShape_EulerNumber,AreaShape,,,EulerNumber,,,,float
AreaShape_EquivalentDiameter,AreaShape,,,EquivalentDiameter,,,,float
AreaShape_MajorAxisLength,AreaShape,,,MajorAxisLength,,,,float
AreaShape_MinorAxisLength,AreaShape,,,MinorAxisLength,,,,float
AreaShape_Center_X,AreaShape,,,Center_X,,,,float
AreaShape_Center_Y,AreaShape,,,Center_Y,,,,float
AreaShape_BoundingBoxMinimum_X,AreaShape,,,BoundingBoxMinimum_X,,,,float
AreaShape_BoundingBoxMinimum_Y,AreaShape,,,BoundingBoxMinimum_Y,,,,float
AreaShape_BoundingBoxMaximum_X,AreaShape,,,BoundingBoxMaximum_X,,,,float
AreaShape_BoundingBoxMaximum_Y,AreaShape,,,BoundingBoxMaximum_Y,,,,float
AreaShape_Area,AreaShape,,,Area,,,,float
AreaShape_Perimeter,AreaShape,,,Perimeter,,,,float
AreaShape_MaximumRadius,AreaShape,,,MaximumRadius,,,,float
AreaShape_MeanRadius,AreaShape,,,MeanRadius,,,,float
AreaShape_MedianRadius,AreaShape,,,MedianRadius,,,,float
AreaShape_MinFeretDiameter,AreaShape,,,MinFeretDiameter,,,,float
AreaShape_MaxFeretDiameter,AreaShape,,,MaxFeretDiameter,,,,float
AreaShape_Orientation,AreaShape,,,Orientation,,,,float
AreaShape_Eccentricity,AreaShape,,,Eccentricity,,,,float
AreaShape_FormFactor,AreaShape,,,FormFactor,,,,float
AreaShape_Solidity,AreaShape,,,Solidity,,,,float
AreaShape_ConvexArea,AreaShape,,,ConvexArea,,,,float
AreaShape_Compactness,AreaShape,,,Compactness,,,,float
AreaShape_BoundingBoxArea,AreaShape,,,BoundingBoxArea,,,,float
